step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,transaction_type
57,'C1331907286','2','M','28007','M1823072687','28007','es_transportation',20.04,0,Travel and Transport
57,'C1591908890','2','M','28007','M1823072687','28007','es_transportation',31.17,0,Travel and Transport
57,'C345742557','5','F','28007','M1823072687','28007','es_transportation',48.61,0,Travel and Transport
57,'C105845174','3','M','28007','M348934600','28007','es_transportation',20.52,0,Travel and Transport
57,'C923875417','5','F','28007','M85975013','28007','es_food',73.46,0,Food and Dining
57,'C1166355595','4','F','28007','M348934600','28007','es_transportation',27.18,0,Travel and Transport
57,'C187514477','3','M','28007','M348934600','28007','es_transportation',74.76,0,Travel and Transport
57,'C202531238','4','F','28007','M1823072687','28007','es_transportation',1.45,0,Travel and Transport
57,'C1987405562','5','F','28007','M348934600','28007','es_transportation',14.89,0,Travel and Transport
57,'C998987490','2','F','28007','M85975013','28007','es_food',12.46,0,Food and Dining
57,'C2126436338','1','F','28007','M348934600','28007','es_transportation',51.41,0,Travel and Transport
57,'C1879341237','4','M','28007','M348934600','28007','es_transportation',74.44,0,Travel and Transport
57,'C1897705669','2','M','28007','M348934600','28007','es_transportation',6.73,0,Travel and Transport
57,'C1315400589','3','F','28007','M85975013','28007','es_food',27.6,0,Food and Dining
57,'C506520283','4','F','28007','M348934600','28007','es_transportation',20.68,0,Travel and Transport
57,'C1697528836','3','F','28007','M1823072687','28007','es_transportation',49.16,0,Travel and Transport
57,'C1697851479','3','M','28007','M1823072687','28007','es_transportation',3.59,0,Travel and Transport
57,'C823286801','2','F','28007','M348934600','28007','es_transportation',17.4,0,Travel and Transport
57,'C327430270','5','F','28007','M348934600','28007','es_transportation',56.13,0,Travel and Transport
57,'C834963773','5','F','28007','M85975013','28007','es_food',31.31,0,Food and Dining
57,'C765155274','1','F','28007','M1823072687','28007','es_transportation',27.53,0,Travel and Transport
57,'C1273110804','4','M','28007','M348934600','28007','es_transportation',26.26,0,Travel and Transport
57,'C1687101094','2','F','28007','M1823072687','28007','es_transportation',20.02,0,Travel and Transport
57,'C1413412440','2','F','28007','M1823072687','28007','es_transportation',21.37,0,Travel and Transport
57,'C98707741','4','F','28007','M1823072687','28007','es_transportation',41.13,0,Travel and Transport
57,'C1087788850','4','M','28007','M348934600','28007','es_transportation',70.18,0,Travel and Transport
57,'C1769470125','2','F','28007','M1823072687','28007','es_transportation',32.34,0,Travel and Transport
58,'C574062699','2','M','28007','M348934600','28007','es_transportation',6.28,0,Travel and Transport
58,'C187514477','3','M','28007','M348934600','28007','es_transportation',18.04,0,Travel and Transport
58,'C1087788850','4','M','28007','M348934600','28007','es_transportation',18.44,0,Travel and Transport
58,'C834963773','5','F','28007','M1823072687','28007','es_transportation',16.44,0,Travel and Transport
58,'C864655240','2','F','28007','M1823072687','28007','es_transportation',32.45,0,Travel and Transport
58,'C998987490','2','F','28007','M1823072687','28007','es_transportation',5.66,0,Travel and Transport
58,'C819690995','5','F','28007','M348934600','28007','es_transportation',4.02,0,Travel and Transport
58,'C1130259702','3','M','28007','M348934600','28007','es_transportation',9.57,0,Travel and Transport
58,'C51444479','3','M','28007','M151143676','28007','es_barsandrestaurants',37.25,0,Food and Dining
58,'C352968107','2','M','28007','M348934600','28007','es_transportation',15.52,0,Travel and Transport
58,'C1273110804','4','M','28007','M348934600','28007','es_transportation',24.56,0,Travel and Transport
58,'C1413412440','2','F','28007','M1823072687','28007','es_transportation',4.38,0,Travel and Transport
58,'C1695454092','2','M','28007','M348934600','28007','es_transportation',4.15,0,Travel and Transport
58,'C1161949399','2','M','28007','M348934600','28007','es_transportation',17.05,0,Travel and Transport
58,'C1987405562','5','F','28007','M348934600','28007','es_transportation',37.03,0,Travel and Transport
58,'C1551465414','1','M','28007','M348934600','28007','es_transportation',29.9,0,Travel and Transport
58,'C272748313','4','M','28007','M348934600','28007','es_transportation',13.7,0,Travel and Transport
58,'C1771717627','2','F','28007','M1823072687','28007','es_transportation',30.1,0,Travel and Transport
58,'C2126436338','1','F','28007','M348934600','28007','es_transportation',7.85,0,Travel and Transport
58,'C1255236689','1','F','28007','M1823072687','28007','es_transportation',22.6,0,Travel and Transport
58,'C1698653726','2','M','28007','M348934600','28007','es_transportation',78.06,0,Travel and Transport
58,'C996804095','3','M','28007','M85975013','28007','es_food',61.8,0,Food and Dining
58,'C603081336','3','F','28007','M348934600','28007','es_transportation',35.37,0,Travel and Transport
58,'C1093826151','4','M','28007','M209847108','28007','es_wellnessandbeauty',95.91,0,Health and Wellness
58,'C1093826151','4','M','28007','M78078399','28007','es_wellnessandbeauty',51.38,0,Health and Wellness
58,'C1093826151','4','M','28007','M97925176','28007','es_wellnessandbeauty',25.16,0,Health and Wellness
58,'C823286801','2','F','28007','M348934600','28007','es_transportation',83.74,0,Travel and Transport
58,'C1738944491','2','M','28007','M348934600','28007','es_transportation',51.68,0,Travel and Transport
58,'C1879341237','4','M','28007','M348934600','28007','es_transportation',2.84,0,Travel and Transport
58,'C1697528836','3','F','28007','M1823072687','28007','es_transportation',33.19,0,Travel and Transport
58,'C1166355595','4','F','28007','M348934600','28007','es_transportation',52.22,0,Travel and Transport
58,'C156162339','2','F','28007','M1823072687','28007','es_transportation',54.47,0,Travel and Transport
58,'C995844287','5','F','28007','M348934600','28007','es_transportation',17.34,0,Travel and Transport
58,'C98707741','4','F','28007','M1823072687','28007','es_transportation',15.21,0,Travel and Transport
58,'C1870872671','2','F','28007','M348934600','28007','es_transportation',47.47,0,Travel and Transport
58,'C202531238','4','F','28007','M1823072687','28007','es_transportation',58.88,0,Travel and Transport
58,'C638163213','1','F','28007','M348934600','28007','es_transportation',11.77,0,Travel and Transport
58,'C1038996959','2','M','28007','M1823072687','28007','es_transportation',38.15,0,Travel and Transport
58,'C1952040134','3','F','28007','M1888755466','28007','es_otherservices',93.12,0,Services
58,'C105845174','3','M','28007','M348934600','28007','es_transportation',2.04,0,Travel and Transport
58,'C1897705669','2','M','28007','M348934600','28007','es_transportation',33.97,0,Travel and Transport
58,'C1156346576','4','F','28007','M348934600','28007','es_transportation',40.5,0,Travel and Transport
58,'C1820855004','2','F','28007','M1823072687','28007','es_transportation',13.96,0,Travel and Transport
58,'C2072009750','2','F','28007','M348934600','28007','es_transportation',36.85,0,Travel and Transport
58,'C583110837','3','M','28007','M348934600','28007','es_transportation',27.34,0,Travel and Transport
58,'C327430270','5','F','28007','M348934600','28007','es_transportation',19.92,0,Travel and Transport
58,'C546957379','5','M','28007','M855959430','28007','es_hyper',17.1,0,Retail and Fashion
58,'C1619755203','5','F','28007','M1823072687','28007','es_transportation',7.38,0,Travel and Transport
58,'C1582366224','5','M','28007','M348934600','28007','es_transportation',20.31,0,Travel and Transport
58,'C1687101094','2','F','28007','M1823072687','28007','es_transportation',63.72,0,Travel and Transport
58,'C671524709','5','F','28007','M1823072687','28007','es_transportation',77.07,0,Travel and Transport
58,'C506520283','4','F','28007','M348934600','28007','es_transportation',10.92,0,Travel and Transport
58,'C923875417','5','F','28007','M1823072687','28007','es_transportation',27.69,0,Travel and Transport
58,'C719598710','5','F','28007','M348934600','28007','es_transportation',19.15,0,Travel and Transport
58,'C1865204568','5','M','28007','M1823072687','28007','es_transportation',73.72,0,Travel and Transport
58,'C1207205377','4','M','28007','M348934600','28007','es_transportation',75.04,0,Travel and Transport
58,'C1635613216','4','F','28007','M209847108','28007','es_wellnessandbeauty',81.44,0,Health and Wellness
58,'C1635613216','4','F','28007','M78078399','28007','es_wellnessandbeauty',20.89,0,Health and Wellness
58,'C168310052','2','M','28007','M348934600','28007','es_transportation',12.71,0,Travel and Transport
58,'C118437987','2','M','28007','M1823072687','28007','es_transportation',9.31,0,Travel and Transport
58,'C1591908890','2','M','28007','M1823072687','28007','es_transportation',40.33,0,Travel and Transport
58,'C1941625566','3','F','28007','M348934600','28007','es_transportation',2.83,0,Travel and Transport
58,'C545248492','4','M','28007','M348934600','28007','es_transportation',31.93,0,Travel and Transport
58,'C588719767','2','M','28007','M1823072687','28007','es_transportation',47.93,0,Travel and Transport
58,'C39858251','5','F','28007','M1823072687','28007','es_transportation',33.28,0,Travel and Transport
58,'C1180570487','6','F','28007','M348934600','28007','es_transportation',28.14,0,Travel and Transport
58,'C603564532','1','M','28007','M1823072687','28007','es_transportation',33.24,0,Travel and Transport
58,'C662931726','2','F','28007','M1823072687','28007','es_transportation',53.02,0,Travel and Transport
58,'C194016923','3','F','28007','M348934600','28007','es_transportation',23.72,0,Travel and Transport
58,'C72353846','2','M','28007','M1823072687','28007','es_transportation',9.24,0,Travel and Transport
58,'C1760612790','3','M','28007','M1823072687','28007','es_transportation',14.08,0,Travel and Transport
58,'C476477241','4','M','28007','M1823072687','28007','es_transportation',16.02,0,Travel and Transport
58,'C1315400589','3','F','28007','M1823072687','28007','es_transportation',26.65,0,Travel and Transport
58,'C986553990','5','F','28007','M1823072687','28007','es_transportation',11.67,0,Travel and Transport
58,'C1697851479','3','M','28007','M1823072687','28007','es_transportation',40.81,0,Travel and Transport
58,'C490092965','2','M','28007','M855959430','28007','es_hyper',26.79,0,Retail and Fashion
58,'C1331907286','2','M','28007','M1823072687','28007','es_transportation',6.59,0,Travel and Transport
58,'C337109624','2','F','28007','M151143676','28007','es_barsandrestaurants',69.05,0,Food and Dining
58,'C1950723662','2','F','28007','M1823072687','28007','es_transportation',11.56,0,Travel and Transport
58,'C153419170','3','F','28007','M1053599405','28007','es_health',58.23,0,Health and Wellness
58,'C153419170','3','F','28007','M1913465890','28007','es_health',207.18,0,Health and Wellness
58,'C1569939854','6','F','28007','M1823072687','28007','es_transportation',31.6,0,Travel and Transport
58,'C1769470125','2','F','28007','M1823072687','28007','es_transportation',27.41,0,Travel and Transport
58,'C487569403','2','M','28007','M85975013','28007','es_food',46.48,0,Food and Dining
59,'C1870872671','2','F','28007','M348934600','28007','es_transportation',0.76,0,Travel and Transport
59,'C1619755203','5','F','28007','M1823072687','28007','es_transportation',27.38,0,Travel and Transport
59,'C1865204568','5','M','28007','M1823072687','28007','es_transportation',20.49,0,Travel and Transport
59,'C1315400589','3','F','28007','M1823072687','28007','es_transportation',8.86,0,Travel and Transport
59,'C156162339','2','F','28007','M1823072687','28007','es_transportation',21.75,0,Travel and Transport
59,'C1130259702','3','M','28007','M348934600','28007','es_transportation',31.06,0,Travel and Transport
59,'C1180570487','6','F','28007','M348934600','28007','es_transportation',36.92,0,Travel and Transport
59,'C1087788850','4','M','28007','M348934600','28007','es_transportation',51.39,0,Travel and Transport
59,'C671524709','5','F','28007','M1823072687','28007','es_transportation',38.81,0,Travel and Transport
59,'C986553990','5','F','28007','M1823072687','28007','es_transportation',2.79,0,Travel and Transport
59,'C1255236689','1','F','28007','M1823072687','28007','es_transportation',77.08,0,Travel and Transport
59,'C1820855004','2','F','28007','M1823072687','28007','es_transportation',18.45,0,Travel and Transport
59,'C545248492','4','M','28007','M348934600','28007','es_transportation',68.79,0,Travel and Transport
59,'C487569403','2','M','28007','M1823072687','28007','es_transportation',62.58,0,Travel and Transport
59,'C352968107','2','M','28007','M348934600','28007','es_transportation',8.7,0,Travel and Transport
59,'C765155274','1','F','28007','M1823072687','28007','es_transportation',23.91,0,Travel and Transport
59,'C1987405562','5','F','28007','M348934600','28007','es_transportation',7.43,0,Travel and Transport
59,'C1687101094','2','F','28007','M1823072687','28007','es_transportation',6.18,0,Travel and Transport
59,'C1582366224','5','M','28007','M348934600','28007','es_transportation',25.88,0,Travel and Transport
59,'C638163213','1','F','28007','M348934600','28007','es_transportation',41.68,0,Travel and Transport
59,'C1622124632','2','M','28007','M348934600','28007','es_transportation',17.92,0,Travel and Transport
59,'C1569939854','6','F','28007','M1823072687','28007','es_transportation',5.8,0,Travel and Transport
59,'C202531238','4','F','28007','M1823072687','28007','es_transportation',18.0,0,Travel and Transport
59,'C757503768','5','M','28007','M1823072687','28007','es_transportation',43.71,0,Travel and Transport
59,'C1738944491','2','M','28007','M348934600','28007','es_transportation',1.91,0,Travel and Transport
59,'C1879341237','4','M','28007','M348934600','28007','es_transportation',27.78,0,Travel and Transport
59,'C2072009750','2','F','28007','M348934600','28007','es_transportation',33.6,0,Travel and Transport
59,'C603081336','3','F','28007','M348934600','28007','es_transportation',3.7,0,Travel and Transport
59,'C1207205377','4','M','28007','M348934600','28007','es_transportation',26.08,0,Travel and Transport
59,'C603564532','1','M','28007','M1823072687','28007','es_transportation',38.98,0,Travel and Transport
59,'C1760612790','3','M','28007','M1823072687','28007','es_transportation',28.93,0,Travel and Transport
59,'C168310052','2','M','28007','M348934600','28007','es_transportation',11.85,0,Travel and Transport
59,'C1635613216','4','F','28007','M348934600','28007','es_transportation',33.51,0,Travel and Transport
59,'C546957379','5','M','28007','M348934600','28007','es_transportation',33.7,0,Travel and Transport
59,'C327430270','5','F','28007','M348934600','28007','es_transportation',63.1,0,Travel and Transport
59,'C1038996959','2','M','28007','M1823072687','28007','es_transportation',62.47,0,Travel and Transport
59,'C1941625566','3','F','28007','M348934600','28007','es_transportation',29.68,0,Travel and Transport
59,'C345742557','5','F','28007','M1053599405','28007','es_health',131.16,0,Health and Wellness
59,'C345742557','5','F','28007','M1913465890','28007','es_health',162.05,0,Health and Wellness
59,'C1425441042','2','M','28007','M348934600','28007','es_transportation',8.42,0,Travel and Transport
59,'C506520283','4','F','28007','M348934600','28007','es_transportation',11.56,0,Travel and Transport
59,'C1551465414','1','M','28007','M348934600','28007','es_transportation',30.92,0,Travel and Transport
59,'C823286801','2','F','28007','M348934600','28007','es_transportation',17.71,0,Travel and Transport
59,'C1695454092','2','M','28007','M348934600','28007','es_transportation',19.73,0,Travel and Transport
59,'C1331907286','2','M','28007','M1823072687','28007','es_transportation',14.22,0,Travel and Transport
59,'C864655240','2','F','28007','M1823072687','28007','es_transportation',6.9,0,Travel and Transport
59,'C834963773','5','F','28007','M1823072687','28007','es_transportation',37.23,0,Travel and Transport
59,'C923875417','5','F','28007','M1823072687','28007','es_transportation',36.34,0,Travel and Transport
59,'C1273110804','4','M','28007','M348934600','28007','es_transportation',3.02,0,Travel and Transport
59,'C194016923','3','F','28007','M348934600','28007','es_transportation',22.08,0,Travel and Transport
59,'C72353846','2','M','28007','M1823072687','28007','es_transportation',12.99,0,Travel and Transport
59,'C272748313','4','M','28007','M348934600','28007','es_transportation',25.43,0,Travel and Transport
59,'C719598710','5','F','28007','M348934600','28007','es_transportation',51.09,0,Travel and Transport
59,'C1161949399','2','M','28007','M348934600','28007','es_transportation',62.87,0,Travel and Transport
59,'C583110837','3','M','28007','M348934600','28007','es_transportation',19.99,0,Travel and Transport
59,'C51444479','3','M','28007','M348934600','28007','es_transportation',52.58,0,Travel and Transport
59,'C118437987','2','M','28007','M1823072687','28007','es_transportation',40.77,0,Travel and Transport
59,'C662931726','2','F','28007','M1823072687','28007','es_transportation',30.22,0,Travel and Transport
59,'C1950723662','2','F','28007','M1823072687','28007','es_transportation',17.9,0,Travel and Transport
59,'C105845174','3','M','28007','M348934600','28007','es_transportation',1.97,0,Travel and Transport
59,'C1769927077','2','F','28007','M348934600','28007','es_transportation',13.36,0,Travel and Transport
59,'C1413412440','2','F','28007','M1946091778','28007','es_wellnessandbeauty',20.37,0,Health and Wellness
59,'C153419170','3','F','28007','M1946091778','28007','es_wellnessandbeauty',21.37,0,Health and Wellness
59,'C1771717627','2','F','28007','M1823072687','28007','es_transportation',6.04,0,Travel and Transport
59,'C1769470125','2','F','28007','M1823072687','28007','es_transportation',36.14,0,Travel and Transport
59,'C574062699','2','M','28007','M348934600','28007','es_transportation',17.05,0,Travel and Transport
59,'C1698653726','2','M','28007','M348934600','28007','es_transportation',21.2,0,Travel and Transport
59,'C490238464','3','M','28007','M1823072687','28007','es_transportation',41.11,0,Travel and Transport
59,'C490092965','2','M','28007','M348934600','28007','es_transportation',21.01,0,Travel and Transport
59,'C998987490','2','F','28007','M1823072687','28007','es_transportation',28.18,0,Travel and Transport
59,'C1697528836','3','F','28007','M1823072687','28007','es_transportation',28.62,0,Travel and Transport
59,'C60351691','2','F','28007','M348934600','28007','es_transportation',38.01,0,Travel and Transport
59,'C39858251','5','F','28007','M1823072687','28007','es_transportation',28.18,0,Travel and Transport
59,'C1156346576','4','F','28007','M348934600','28007','es_transportation',4.82,0,Travel and Transport
59,'C2126436338','1','F','28007','M348934600','28007','es_transportation',31.41,0,Travel and Transport
59,'C1697851479','3','M','28007','M1823072687','28007','es_transportation',38.64,0,Travel and Transport
59,'C1897705669','2','M','28007','M348934600','28007','es_transportation',16.11,0,Travel and Transport
59,'C1563705147','5','F','28007','M348934600','28007','es_transportation',4.24,0,Travel and Transport
59,'C1166355595','4','F','28007','M348934600','28007','es_transportation',70.18,0,Travel and Transport
59,'C1093826151','4','M','28007','M348934600','28007','es_transportation',32.95,0,Travel and Transport
60,'C1563705147','5','F','28007','M348934600','28007','es_transportation',0.99,0,Travel and Transport
60,'C1161949399','2','M','28007','M348934600','28007','es_transportation',0.22,0,Travel and Transport
60,'C1273110804','4','M','28007','M348934600','28007','es_transportation',17.19,0,Travel and Transport
60,'C1315400589','3','F','28007','M85975013','28007','es_food',41.56,0,Food and Dining
60,'C545248492','4','M','28007','M348934600','28007','es_transportation',26.71,0,Travel and Transport
60,'C98707741','4','F','28007','M1823072687','28007','es_transportation',9.79,0,Travel and Transport
60,'C1038996959','2','M','28007','M1823072687','28007','es_transportation',7.13,0,Travel and Transport
60,'C476477241','4','M','28007','M1823072687','28007','es_transportation',36.02,0,Travel and Transport
60,'C1738944491','2','M','28007','M348934600','28007','es_transportation',2.0,0,Travel and Transport
60,'C1820855004','2','F','28007','M1823072687','28007','es_transportation',26.18,0,Travel and Transport
60,'C719598710','5','F','28007','M348934600','28007','es_transportation',25.8,0,Travel and Transport
60,'C327430270','5','F','28007','M348934600','28007','es_transportation',6.63,0,Travel and Transport
60,'C153419170','3','F','28007','M348934600','28007','es_transportation',32.26,0,Travel and Transport
60,'C156162339','2','F','28007','M1823072687','28007','es_transportation',68.07,0,Travel and Transport
60,'C588719767','2','M','28007','M1823072687','28007','es_transportation',37.78,0,Travel and Transport
60,'C1771717627','2','F','28007','M1823072687','28007','es_transportation',31.05,0,Travel and Transport
60,'C998987490','2','F','28007','M1823072687','28007','es_transportation',15.92,0,Travel and Transport
60,'C638163213','1','F','28007','M855959430','28007','es_hyper',80.6,0,Retail and Fashion
60,'C1582366224','5','M','28007','M348934600','28007','es_transportation',13.95,0,Travel and Transport
60,'C583110837','3','M','28007','M348934600','28007','es_transportation',6.67,0,Travel and Transport
60,'C272748313','4','M','28007','M348934600','28007','es_transportation',29.02,0,Travel and Transport
60,'C352968107','2','M','28007','M348934600','28007','es_transportation',70.0,0,Travel and Transport
60,'C1687101094','2','F','28007','M1946091778','28007','es_wellnessandbeauty',73.8,0,Health and Wellness
60,'C345742557','5','F','28007','M1823072687','28007','es_transportation',3.73,0,Travel and Transport
60,'C1698653726','2','M','28007','M348934600','28007','es_transportation',51.11,0,Travel and Transport
60,'C60351691','2','F','28007','M348934600','28007','es_transportation',30.39,0,Travel and Transport
60,'C819690995','5','F','28007','M348934600','28007','es_transportation',52.23,0,Travel and Transport
60,'C1941625566','3','F','28007','M348934600','28007','es_transportation',23.87,0,Travel and Transport
60,'C1551465414','1','M','28007','M348934600','28007','es_transportation',45.05,0,Travel and Transport
60,'C996804095','3','M','28007','M1823072687','28007','es_transportation',38.95,0,Travel and Transport
60,'C1695454092','2','M','28007','M348934600','28007','es_transportation',16.63,0,Travel and Transport
60,'C1697528836','3','F','28007','M1823072687','28007','es_transportation',6.31,0,Travel and Transport
60,'C118437987','2','M','28007','M1823072687','28007','es_transportation',39.59,0,Travel and Transport
60,'C986553990','5','F','28007','M1823072687','28007','es_transportation',36.59,0,Travel and Transport
60,'C834963773','5','F','28007','M1823072687','28007','es_transportation',4.59,0,Travel and Transport
60,'C1569939854','6','F','28007','M1823072687','28007','es_transportation',70.06,0,Travel and Transport
60,'C1093826151','4','M','28007','M348934600','28007','es_transportation',33.91,0,Travel and Transport
60,'C337109624','2','F','28007','M348934600','28007','es_transportation',18.87,0,Travel and Transport
60,'C487569403','2','M','28007','M1823072687','28007','es_transportation',7.66,0,Travel and Transport
60,'C1760612790','3','M','28007','M1823072687','28007','es_transportation',7.22,0,Travel and Transport
60,'C1769927077','2','F','28007','M348934600','28007','es_transportation',24.87,0,Travel and Transport
60,'C39858251','5','F','28007','M1823072687','28007','es_transportation',32.66,0,Travel and Transport
60,'C765155274','1','F','28007','M1823072687','28007','es_transportation',84.69,0,Travel and Transport
60,'C671524709','5','F','28007','M1823072687','28007','es_transportation',50.71,0,Travel and Transport
60,'C490238464','3','M','28007','M1823072687','28007','es_transportation',12.31,0,Travel and Transport
60,'C662931726','2','F','28007','M1823072687','28007','es_transportation',46.18,0,Travel and Transport
60,'C1697851479','3','M','28007','M1823072687','28007','es_transportation',62.46,0,Travel and Transport
60,'C1879341237','4','M','28007','M348934600','28007','es_transportation',44.71,0,Travel and Transport
60,'C1769470125','2','F','28007','M1823072687','28007','es_transportation',46.54,0,Travel and Transport
60,'C574062699','2','M','28007','M348934600','28007','es_transportation',29.27,0,Travel and Transport
60,'C1591908890','2','M','28007','M1823072687','28007','es_transportation',26.53,0,Travel and Transport
60,'C757503768','5','M','28007','M1823072687','28007','es_transportation',36.73,0,Travel and Transport
60,'C1619755203','5','F','28007','M1823072687','28007','es_transportation',21.09,0,Travel and Transport
60,'C51444479','3','M','28007','M348934600','28007','es_transportation',32.54,0,Travel and Transport
60,'C105845174','3','M','28007','M348934600','28007','es_transportation',32.36,0,Travel and Transport
60,'C923875417','5','F','28007','M1823072687','28007','es_transportation',59.02,0,Travel and Transport
60,'C506520283','4','F','28007','M348934600','28007','es_transportation',27.57,0,Travel and Transport
60,'C168310052','2','M','28007','M348934600','28007','es_transportation',56.28,0,Travel and Transport
60,'C2072009750','2','F','28007','M348934600','28007','es_transportation',23.73,0,Travel and Transport
60,'C1156346576','4','F','28007','M348934600','28007','es_transportation',15.14,0,Travel and Transport
60,'C823286801','2','F','28007','M348934600','28007','es_transportation',31.34,0,Travel and Transport
60,'C546957379','5','M','28007','M348934600','28007','es_transportation',9.4,0,Travel and Transport
60,'C1987405562','5','F','28007','M209847108','28007','es_wellnessandbeauty',188.75,0,Health and Wellness
60,'C490092965','2','M','28007','M348934600','28007','es_transportation',50.62,0,Travel and Transport
60,'C603081336','3','F','28007','M151143676','28007','es_barsandrestaurants',122.06,0,Food and Dining
60,'C1425441042','2','M','28007','M348934600','28007','es_transportation',58.77,0,Travel and Transport
60,'C1130259702','3','M','28007','M348934600','28007','es_transportation',36.25,0,Travel and Transport
60,'C72353846','2','M','28007','M1823072687','28007','es_transportation',23.09,0,Travel and Transport
60,'C202531238','4','F','28007','M1823072687','28007','es_transportation',8.26,0,Travel and Transport
60,'C1865204568','5','M','28007','M1823072687','28007','es_transportation',19.81,0,Travel and Transport
60,'C603564532','1','M','28007','M1946091778','28007','es_wellnessandbeauty',177.06,0,Health and Wellness
60,'C1255236689','1','F','28007','M1823072687','28007','es_transportation',56.36,0,Travel and Transport
60,'C1180570487','6','F','28007','M348934600','28007','es_transportation',34.9,0,Travel and Transport
60,'C1950723662','2','F','28007','M1823072687','28007','es_transportation',6.43,0,Travel and Transport
60,'C194016923','3','F','28007','M348934600','28007','es_transportation',7.03,0,Travel and Transport
60,'C1413412440','2','F','28007','M855959430','28007','es_hyper',84.39,0,Retail and Fashion
60,'C995844287','5','F','28007','M1741626453','28007','es_sportsandtoys',591.42,1,Entertainment
60,'C1166355595','4','F','28007','M209847108','28007','es_wellnessandbeauty',22.08,0,Health and Wellness
60,'C1166355595','4','F','28007','M78078399','28007','es_wellnessandbeauty',102.97,0,Health and Wellness
60,'C1207205377','4','M','28007','M348934600','28007','es_transportation',43.67,0,Travel and Transport
60,'C1635613216','4','F','28007','M348934600','28007','es_transportation',56.82,0,Travel and Transport
60,'C623601481','3','M','28007','M480139044','28007','es_health',58.38,0,Health and Wellness
61,'C118437987','2','M','28007','M1823072687','28007','es_transportation',35.63,0,Travel and Transport
61,'C490238464','3','M','28007','M85975013','28007','es_food',27.09,0,Food and Dining
61,'C1760612790','3','M','28007','M1823072687','28007','es_transportation',27.89,0,Travel and Transport
61,'C187514477','3','M','28007','M348934600','28007','es_transportation',26.24,0,Travel and Transport
61,'C1879341237','4','M','28007','M348934600','28007','es_transportation',57.0,0,Travel and Transport
61,'C1738944491','2','M','28007','M348934600','28007','es_transportation',63.96,0,Travel and Transport
61,'C819690995','5','F','28007','M348934600','28007','es_transportation',2.58,0,Travel and Transport
61,'C1425441042','2','M','28007','M348934600','28007','es_transportation',26.1,0,Travel and Transport
61,'C996804095','3','M','28007','M1823072687','28007','es_transportation',53.63,0,Travel and Transport
61,'C105845174','3','M','28007','M348934600','28007','es_transportation',28.6,0,Travel and Transport
61,'C1569939854','6','F','28007','M1823072687','28007','es_transportation',35.96,0,Travel and Transport
61,'C98707741','4','F','28007','M45060432','28007','es_hotelservices',185.01,0,Travel and Transport
61,'C1769470125','2','F','28007','M1053599405','28007','es_health',175.03,0,Health and Wellness
61,'C1941625566','3','F','28007','M348934600','28007','es_transportation',32.69,0,Travel and Transport
61,'C834963773','5','F','28007','M1823072687','28007','es_transportation',27.98,0,Travel and Transport
61,'C986553990','5','F','28007','M85975013','28007','es_food',61.73,0,Food and Dining
61,'C1207205377','4','M','28007','M348934600','28007','es_transportation',11.56,0,Travel and Transport
61,'C823286801','2','F','28007','M348934600','28007','es_transportation',45.21,0,Travel and Transport
61,'C490092965','2','M','28007','M348934600','28007','es_transportation',22.27,0,Travel and Transport
61,'C1563705147','5','F','28007','M348934600','28007','es_transportation',19.08,0,Travel and Transport
61,'C60351691','2','F','28007','M348934600','28007','es_transportation',8.31,0,Travel and Transport
61,'C2126436338','1','F','28007','M348934600','28007','es_transportation',36.3,0,Travel and Transport
61,'C202531238','4','F','28007','M1823072687','28007','es_transportation',61.07,0,Travel and Transport
61,'C923875417','5','F','28007','M1823072687','28007','es_transportation',24.53,0,Travel and Transport
61,'C1771717627','2','F','28007','M1823072687','28007','es_transportation',14.59,0,Travel and Transport
61,'C1551465414','1','M','28007','M348934600','28007','es_transportation',0.49,0,Travel and Transport
61,'C1635613216','4','F','28007','M348934600','28007','es_transportation',22.81,0,Travel and Transport
61,'C2072009750','2','F','28007','M348934600','28007','es_transportation',25.3,0,Travel and Transport
61,'C1655037147','2','F','28007','M840466850','28007','es_tech',114.23,1,Technology
61,'C1687101094','2','F','28007','M348934600','28007','es_transportation',10.68,0,Travel and Transport
61,'C1687101094','2','F','28007','M1823072687','28007','es_transportation',39.27,0,Travel and Transport
61,'C574062699','2','M','28007','M348934600','28007','es_transportation',39.78,0,Travel and Transport
61,'C487569403','2','M','28007','M1823072687','28007','es_transportation',35.87,0,Travel and Transport
61,'C1695454092','2','M','28007','M348934600','28007','es_transportation',35.32,0,Travel and Transport
61,'C1038996959','2','M','28007','M1823072687','28007','es_transportation',21.06,0,Travel and Transport
61,'C1166355595','4','F','28007','M348934600','28007','es_transportation',25.35,0,Travel and Transport
61,'C546957379','5','M','28007','M348934600','28007','es_transportation',12.32,0,Travel and Transport
61,'C671524709','5','F','28007','M1946091778','28007','es_wellnessandbeauty',70.48,0,Health and Wellness
61,'C51444479','3','M','28007','M348934600','28007','es_transportation',21.24,0,Travel and Transport
61,'C1870872671','2','F','28007','M348934600','28007','es_transportation',6.35,0,Travel and Transport
61,'C1180570487','6','F','28007','M348934600','28007','es_transportation',33.14,0,Travel and Transport
61,'C757503768','5','M','28007','M1823072687','28007','es_transportation',2.91,0,Travel and Transport
61,'C583110837','3','M','28007','M348934600','28007','es_transportation',21.51,0,Travel and Transport
